URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
91,https://insights.blackcoffer.com/human-rights-outlook/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
145,https://insights.blackcoffer.com/blockchain-in-fintech/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
146,https://insights.blackcoffer.com/blockchain-for-payments/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
147,https://insights.blackcoffer.com/the-future-of-investing/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,1.0,2.0,3.0,4.0,5.0,6.0,7.0,5.0,8.0,9.0,10.0,11.0,12.0
